"Idiom","Pinyin","Letter","Explanation","Synonym"
"时移世易","shí yí shì yì","shi yi shi yi","时代变迁，世事也不一样。",""
"时移势易","shí yí shì yì","shi yi shi yi","指时代、情势等都已发生变化。",""
"世异时移","shì yì shí yí","shi yi shi yi","世、时社会、时代。异、移不同、变化。社会变化了，时代不同了。亦作时移世改”、时移世异”、时移俗易”、时异事殊”。",""
"时移俗易","shí yí sú yì","shi yi su yi","移：变动；易：改换。时代变了，社会风气也变了。",""
"事以密成","shì yǐ mì chéng","shi yi mi cheng","事情因为严密谨慎而成功。",""
"恃勇轻敌","shì yǒng qīng dí","shi yong qing di","恃倚仗，仗恃。仗着自己勇敢而不把对手放在心上。",""
"舐痈吮痔","shì yōng shǔn zhì","shi yong shun zhi","舐：舔；痈：毒疮；吮：聚拢嘴唇来吸。只为人舔吸疮痔上的脓血。比喻卑劣地奉承人。",""
"时隐时见","shí yǐn shí jiàn","shi yin shi jian","隐隐没。见同现”；出现。有时隐没，有时出现。远处事物忽明忽暗。",""
"十有八九","shí yǒu bā jiǔ","shi you ba jiu","指绝大多数，大致不差，差不离。",""
"食玉炊桂","shí yù chuī guì","shi yu chui gui","食品贵如油，燃料贵如桂。比喻物价昂贵。",""
"视远步高","shì yuǎn bù gāo","shi yuan bu gao","高视阔步。形容态度傲慢。",""
"时运不济","shí yùn bù jì","shi yun bu ji","时机和命运不佳。",""
"时运不齐","shí yùn bù jì","shi yun bu ji","齐同济”。遭遇逆境，命运不好。亦作时运不济”。",""
"时运亨通","shí yùn hēng tōng","shi yun heng tong","指时运好，诸事顺利。",""
"事与心违","shì yù xīn wéi","shi yu xin wei","事实与愿望相违背。同事与原违”。",""
"实与有力","shí yù yǒu lì","shi yu you li","与：参与，在里面。确实在里边出了力。",""
"食鱼遇鲭","shí yú yù qīng","shi yu yu qing","比喻调换口味，使不单调。鲭，鱼肉合烧的美味。",""
"事预则立","shì yù zé lì","shi yu ze li","指无论做什么事，事前有准备就会成功，没有准备就要失败。",""
"誓以皦日","shì yǐ wéi rì","shi yi wei ri","指誓同生死，亲爱终生。",""
"十雨五风","shí yǔ wǔ fēng","shi yu wu feng","十天下一场雨，五天刮一次风。谓风调雨顺。",""
"适以相成","shì yǐ xiāng chéng","shi yi xiang cheng","指恰好可以相辅相成。",""
"事与原违","shì yǔ yuán wéi","shi yu yuan wei","事实与愿望相违背。",""
"事与愿违","shì yǔ yuàn wéi","shi yu yuan wei","事实与愿望相反。指原来打算做的事没能做到。",""
"事在必行","shì zài bì xíng","shi zai bi xing","事情非做不可。",""
"势在必行","shì zài bì xíng","shi zai bi xing","行做。从事情发展的趋势看，必须采取行动。",""
"事在人为","shì zài rén wéi","shi zai ren wei","指事情要靠人去做的。在一定的条件下，事情能否做成要看人的主观努力如何。",""
"事在萧墙","shì zài xiāo qiáng","shi zai xiao qiang","谓祸乱出自内部。事，变故；萧墙，宫室内当门的小墙。",""
"十战十胜","shí zhàn shí shèng","shi zhan shi sheng","指每战必胜。",""
"十之八九","shí zhī bā jiǔ","shi zhi ba jiu","比喻有极大的可能性。",""
"食指大动","shí zhǐ dà dòng","shi zhi da dong","原指有美味可吃的预兆，后形容看到有好吃的东西而贪婪的样子。",""
"逝者如斯","shì zhě rú sī","shi zhe ru si","用以形容光阴如流水一去不返。",""
"侍执巾节","shì zhí jīn jié","shi zhi jin jie","拿着手巾、梳子伺候，形容妻妾服事夫君。",""
"饰智矜愚","shì zhì jīn yú","shi zhi jin yu","装作有智慧而在无知者面前夸耀。",""
"实至名归","shí zhì míng guī","shi zhi ming gui","实：实际的成就；至：达到；名：名誉；归：到来。有了真正的学识、本领或功业，自然就有声誉。",""
"时至运来","shí zhì yùn lái","shi zhi yun lai","时机来了，运气也有了转机。指由逆境转为顺境。",""
"十指连心","shí zhǐ lián xīn","shi zhi lian xin","十个指头连着心。表示身体的每个小部分都跟心有不可分的关系。比喻亲人跟自身休戚相关。",""
"世掌丝纶","shì zhǎng sī lún","shi zhang si lun","后中书省代皇帝草拟诏旨，称为掌丝纶。指父子或祖孙相继在中书省任职。",""
"十捉九着","shí zhuō jiǔ zhe","shi zhuo jiu zhe","比喻很有把握。",""
"十转九空","shí zhuǎn jiǔ kōng","shi zhuan jiu kong","十次去九次空着手回来。形容赌博经常输钱。",""
"十载寒窗","shí zǎi hán chuāng","shi zai han chuang","载：年。指长期苦读。",""
"十字街口","shí zì jiē kǒu","shi zi jie kou","十字街头。",""
"十字街头","shí zì jiē tóu","shi zi jie tou","指纵横交叉、繁华热闹的街道。也借指人世间，现实社会。",""
"十字路口","shí zì lù kǒu","shi zi lu kou","两条道路交叉的地方。比喻处在对重大事情需要决定怎样选择的境地。",""
"十字路头","shí zì lù tóu","shi zi lu tou","道路横直交叉的地方。",""
"识字知书","shí zì zhī shū","shi zi zhi shu","指有文化知识。",""
"食子徇君","shí zǐ xùn jūn","shi zi xun jun","谓吃自己儿子的肉以媚主邀功。",""
"食租衣税","shí zū yī shuì","shi zu yi shui","依靠百姓缴纳的租税生活。",""
"豕交兽畜","shǐ jiāo shòu chù","shi jiao shou chu","比喻待人没有礼貌。",""
"诗家三昧","shī jiā sān mèi","shi jia san mei","指作诗的诀窍。",""
"诗酒风流","shī jiǔ fēng liú","shi jiu feng liu","作诗饮酒。古人以此为风流韵事，故称。",""
"使酒骂坐","shǐ jiǔ mà zuò","shi jiu ma zuo","称在酒宴上借酒使性、辱骂同席的人。同使酒骂座”。",""
"使酒骂座","shǐ jiǔ mà zuò","shi jiu ma zuo","称在酒宴上借酒使性、辱骂同席的人。",""
"虱胫虮肝","shī jìng jī gān","shi jing ji gan","虱子的小腿，虮子的肝脏。比喻非常微小的东西。",""
"诗酒朋侪","shī jiǔ péng chái","shi jiu peng chai","侪等辈，同类的人。作诗饮酒的朋友。同诗朋酒友”。",""
"尸鸠之平","shī jiū zhī píng","shi jiu zhi ping","尸鸠亦作鸤鸠”，即布谷鸟，传说它哺育群雏时能平均如一。比喻一视同仁。亦作尸鸠之仁”。",""
"尸居龙见","shī jū lóng xiàn","shi ju long xian","居：静居；见：出现。静如尸而动如龙。",""
"失惊打怪","shī jīng dǎ guài","shi jing da guai","形容神色慌张或动作忙乱。也形容大惊小怪。",""
"失惊倒怪","shī jīng dǎo guài","shi jing dao guai","犹失惊打怪。惊恐；慌张。",""
"失精落彩","shī jīng luò cǎi","shi jing luo cai","指没精打彩。",""
"施衿结褵","shī jīn jié lí","shi jin jie li","本指古代女子出嫁，母亲将五彩丝绳和佩巾结于其身◇比喻父母对子女的教训。",""
"蜀锦吴绫","shǔ jǐn wú líng","shu jin wu ling","蜀锦：四川生产的彩锦；吴绫：绫的一种，最初出于吴郡。泛指各种精美的丝织品。",""
"尸居余气","shī jū yú qì","shi ju yu qi","余气：最后一口气。象尸体一样但还有一口气，指人将要死亡。也比喻人暮气沉沉，无所作为。",""
"书空咄咄","shū kōng duō duō","shu kong duo duo","为叹息、愤慨、惊诧的的典实。",""
"矢口抵赖","shǐ kǒu dǐ lài","shi kou di lai","一口咬定，死不承认。",""
"矢口否认","shǐ kǒu fǒu rèn","shi kou fou ren","一口咬定，死不承认。",""
"矢口狡赖","shǐ kǒu jiǎo lài","shi kou jiao lai","死也不肯承认。",""
"暑来寒往","shǔ lái hán wǎng","shu lai han wang","夏天过去，冬天到来。泛指时光流逝。",""
"诗礼传家","shī lǐ chuán jiā","shi li chuan jia","指以儒家经典及其道德规范世代相传。",""
"使料所及","shǐ liào suǒ jí","shi liao suo ji","料料想，估计；及到。当初已经料想到的。",""
"黍离麦秀","shǔ lí mài xiù","shu li mai xiu","哀伤亡国之辞。",""
"屎流屁滚","shǐ liú pì gǔn","shi liu pi gun","形容惊恐之极。同屎屁直流”。",""
"师老兵疲","shī lǎo bīng pí","shi lao bing pi","老：衰竭；疲：疲乏。指用兵的时间太长，兵士劳累，士气低落。",""
"师老兵破","shī lǎo bīng pò","shi lao bing po","指用兵的时间太长，兵士劳累，士气低落。",""
"诗礼人家","shī lǐ rén jiā","shi li ren jia","世代读书以传统封建礼教为行为准则的人家。",""
"始乱终弃","shǐ luàn zhōng qì","shi luan zhong qi","乱：淫乱，玩弄。先乱搞，后遗弃。指玩弄女性的恶劣行径。",""
"尸禄素飡","shī lù sù cān","shi lu su can","指空食俸禄而不尽其职，无所事事。同尸禄素餐”。",""
"尸禄素餐","shī lù sù cān","shi lu su can","指空食俸禄而不尽其职，无所事事。亦作尸禄素飡”。",""
"殊路同归","shū lù tóng guī","shu lu tong gui","比喻采取不同的方法而得到相同的结果。同殊涂同归”。",""
"诗礼之家","shī lǐ zhī jiā","shi li zhi jia","诗：指《诗经》；礼：指《周祀》、《仪礼》、《礼记》。旧指世代读书讲究礼教的人家。",""
"诗礼之训","shī lǐ zhī xùn","shi li zhi xun","子女遵承父亲的教诲。",""
"舒眉展眼","shū méi zhǎn yǎn","shu mei zhan yan","神态舒适，无忧无虑的样子。",""
"数米量柴","shǔ mǐ ér chái","shu mi er chai","比喻过分计较琐碎之事。也形容生活困窘。",""
"数米而炊","shǔ mǐ ér chuī","shu mi er chui","炊：烧火做饭。数着米粒做饭。比喻计较小利。也形容生活困难。",""
"施命发号","shī mìng fā hào","shi ming fa hao","发布号令。",""
"始末原由","shǐ mò yuán yóu","shi mo yuan you","始末事情从头到尾的经过。原由缘由；来由。事情的经过和原因。同始末缘由”。",""
"始末缘由","shǐ mò yuán yóu","shi mo yuan you","始末事情从头到尾的经过。缘由缘故由来。事情的经过和原因。亦作始末原由”。",""
"失马塞翁","shī mǎ sài wēng","shi ma sai weng","比喻因祸得福的人。",""
"鼠目寸光","shǔ mù cùn guāng","shu mu cun guang","形容目光短浅，没有远见。",""
"鼠目獐头","shǔ mù zhāng tóu","shu mu zhang tou","眼睛像老鼠那样又小又圆，脑袋象獐子那样又小又尖。形容人相貌丑陋，神情狡滑。",""
"鼠目麞头","shǔ mù zhāng tóu","shu mu zhang tou","麞，同獐”。形容人相貌丑陋，神情狡滑。同鼠目獐头”。",""
"书囊无底","shū náng wú dǐ","shu nang wu di","指古今书籍不可胜数。",""
"顺风吹火","shǔn fēng chuī huǒ","shun feng chui huo","比喻乘便行事，并不费力。",""
"顺风而呼","shǔn fēng ér hū","shun feng er hu","顺着风向呼喊，声音传得远，使人听得清。比喻凭借外力可有较好效果。",""
"顺风使船","shǔn fēng shǐ chuán","shun feng shi chuan","顺着风势驾船。比喻趁着有利条件做事，容易成功。也指借机行事。",""
"顺风驶船","shǔn fēng shǐ chuán","shun feng shi chuan","比喻自己没有主意，跟着别人说话或办事。",""
"顺风转舵","shǔn fēng zhuǎn duò","shun feng zhuan duo","随着风向转换舵位。比喻顺着情势改变态度（含贬义）。",""
"赏不当功","shǎng bù dāng gōng","shang bu dang gong","指赏赐与功劳不相称。",""
"赏不逾日","shǎng bù yú rì","shang bu yu ri","指及时行赏。同赏不逾时”。",""
"赏不逾时","shǎng bù yú shí","shang bu yu shi","指及时行赏。",""
"赏罚不明","shǎng fá bù míng","shang fa bu ming","赏罚不清楚不明白。该奖赏的不奖赏，该惩罚的不惩罚。",""
"赏罚分明","shǎng fá fēn míng","shang fa fen ming","该赏的赏，该罚的罚。形容处理事情严格而公正。",""
"赏罚信明","shǎng fá xìn míng","shang fa xin ming","形容处理事情严格而公正。同赏罚分明”。",""
"赏罚严明","shǎng fá yán míng","shang fa yan ming","指该赏的赏，该罚的罚，处理清楚明白。",""
"赏高罚下","shǎng gāo fá xià","shang gao fa xia","奖赏有功的人，惩罚犯罪的人。同赏功罚罪”。",""
"赏功罚罪","shǎng gōng fá zuì","shang gong fa zui","奖赏有功的人，惩罚犯罪的人。",""
"赏劳罚罪","shǎng láo fá zuì","shang lao fa zui","奖赏有功的人，惩罚犯罪的人。同赏功罚罪”。",""
"赏立诛必","shǎng lì zhū bì","shang li zhu bi","指该赏的立即赏，该罚的一定罚。",""
"赏奇析疑","shǎng qí xī yí","shang qi xi yi","欣赏奇文而析其疑义。",""
"赏善罚恶","shǎng shàn fá è","shang shan fa e","指赏赐善人善事，惩罚恶人恶事。",""
"赏善罚否","shǎng shàn fá fǒu","shang shan fa fou","指赏赐善人善事，惩罚恶人恶事。同赏善罚恶”。",""
"赏同罚异","shǎng tóng fá yì","shang tong fa yi","指奖赏和自己的意见相同的，惩吠自己的意见不同的。",""
"赏贤罚暴","shǎng xián fá bào","shang xian fa bao","犹赏善罚恶。指赏赐善人善事，惩罚恶人恶事。",""
"赏贤使能","shǎng xián shǐ néng","shang xian shi neng","尊崇并重用贤能之士。赏，通尚”。",""
"赏信罚必","shǎng xìn fá bì","shang xin fa bi","指该赏一定赏，该罚一定罚。",""
